id,lemma,count
31037,semmima,16
31038,seljandik,16
31039,sekvestratsioon,16
31040,segiläbi,16
31041,seesütlev,16
31042,seelikukütt,16
31043,seeder,16
31044,seedekatse,16
31045,sealmail,16
31046,satiiriline,16
31047,sarvik,16
31048,sarnanemine,16
31049,sarimõrvar,16
31050,sapine,16
31051,sallimatu,16
31052,salakaubavedaja,16
31053,saladuslikult,16
31054,sadamakoht,16
31055,sabotaaž,16
31056,saagpakk,16
31057,rüsin,16
31058,rühmavanem,16
31059,rüblik,16
31060,räppima,16
31061,räpasus,16
31062,rändkaupmees,16
31063,rõvedus,16
31064,rõivatükk,16
31065,rõivastuma,16
31066,rulett,16
31067,rukkijahu,16
31068,ruineerima,16
31069,rongikäik,16
31070,rollijaotus,16
31071,rivaliteet,16
31072,ristluumine,16
31073,ristilöömine,16
31074,riskantsem,16
31075,ringhäälinguseadus,16
31076,riivav,16
31077,riisiko,16
31078,riigiusk,16
31079,riigimaa,16
31080,riigikoguja,16
31081,riigijuhtimine,16
31082,riigiisa,16
31083,reveranss,16
31084,revanš,16
31085,respiraator,16
31086,residuaalmaht,16
31087,repro,16
31088,rektaalne,16
31089,reklaamlause,16
31090,reinvesteerima,16
31091,reheahi,16
31092,reba,16
31093,ravitöö,16
31094,ravialune,16
31095,raudvoodi,16
31096,raudteeülesõit,16
31097,raudrist,16
31098,ratsionaalsem,16
31099,rangluu,16
31100,rammestus,16
31101,rakendusvõimalus,16
31102,rahvusromantiline,16
31103,rahvausund,16
31104,rahvasteliit,16
31105,rahvaasemik,16
31106,rahuldamatus,16
31107,rahasüst,16
31108,rahaautomaat,16
31109,rabistama,16
31110,que,16
31111,püüne,16
31112,püüdlikkus,16
31113,püssirohukelder,16
31114,püssipauk,16
31115,püksitagumik,16
31116,püksike,16
31117,pööbel,16
31118,päästemeeskond,16
31119,päästekeskus,16
31120,pärnpuu,16
31121,päevitaja,16
31122,põsenukk,16
31123,põlveõnnal,16
31124,põlnd,16
31125,põlevkiviõli,16
31126,põhjendatud,16
31127,põhjaõng,16
31128,põhjasaar,16
31129,põhjama,16
31130,puutumine,16
31131,puukoor,16
31132,puskaripudel,16
31133,purpur,16
31134,purgike,16
31135,pulmonaalne,16
31136,puitpõrand,16
31137,puhkekeskus,16
31138,puhkav,16
31139,puhastumine,16
31140,puhastuma,16
31141,pugemine,16
31142,publitsistlik,16
31143,publitsistika,16
31144,provokaator,16
31145,protsessimudel,16
31146,prostata,16
31147,proosaline,16
31148,proosakirjanik,16
31149,programmijuht,16
31150,prognoosija,16
31151,profaanne,16
31152,problem,16
31153,priskem,16
31154,prilliraam,16
31155,pressing,16
31156,prefiks,16
31157,preestriprivileeg,16
31158,posttraumaatiline,16
31159,postmodernist,16
31160,positiivne-negatiivne,16
31161,pops,16
31162,poolsuletud,16
31163,poolring,16
31164,poolmuidu,16
31165,poolkuu,16
31166,polüüp,16
31167,politseivalitsus,16
31168,poliitikategelane,16
31169,polaarfront,16
31170,poisilik,16
31171,poisikene,16
31172,pleed,16
31173,plataan,16
31174,plaadiümbris,16
31175,pinnavorm,16
31176,pilveke,16
31177,piltl,16
31178,piljard,16
31179,piletitulu,16
31180,piiskopiamet,16
31181,piirivalvepiirkond,16
31182,piinlikum,16
31183,piiblilugu,16
31184,pidalitõbine,16
31185,pesunaine,16
31186,pesuehtne,16
31187,peretüli,16
31188,perekonniti,16
31189,pee,16
31190,peavõrse,16
31191,peaprokuratuur,16
31192,peapostkontor,16
31193,peamees,16
31194,pealtkuulamisseade,16
31195,pealelangev,16
31196,peahaav,16
31197,paunveri,16
31198,pattulangemine,16
31199,partnerlussuhe,16
31200,partikulaarsus,16
31201,parkmets,16
31202,parask,16
31203,paranev,16
31204,paralleelklass,16
31205,pangamaja,16
31206,pandora,16
31207,palmipuu,16
31208,palagan,16
31209,pakitsev,16
31210,paiskamine,16
31211,paigaldus,16
31212,pahkluu,16
31213,pahatahtlikult,16
31214,paganlus,16
31215,paastuma,16
31216,paaripäevane,16
31217,otsustusvabadus,16
31218,otsekõne,16
31219,otsegu,16
31220,ostuhuvi,16
31221,osavõttev,16
31222,orjanduslik,16
31223,organisatsioonidevaheline,16
31224,optimaalsem,16
31225,ookeanitagune,16
31226,ontogeneetiline,16
31227,omavalitsusasutus,16
31228,omasõna,16
31229,omandanu,16
31230,olümpiapilet,16
31231,ollema,16
31232,oktoobri-november,16
31233,oi-oi,16
31234,obelisk,16
31235,näuguma,16
31236,nätsutama,16
31237,närvutamine,16
31238,närvitsema,16
31239,närimine,16
31240,näitlikustama,16
31241,näitelause,16
31242,näidu,16
31243,nõrgaastmeline,16
31244,nuuskpiiritus,16
31245,nurjatu,16
31246,nurisünnitus,16
31247,nunnaklooster,16
31248,nuhutama,16
31249,novo,16
31250,nott,16
31251,normotoonik,16
31252,normipärane,16
31253,normaliseerumine,16
31254,noortesaade,16
31255,noorkuu,16
31256,nooreestlane,16
31257,nisakann,16
31258,ninaalune,16
31259,nikotiin,16
31260,neutraliseerimine,16
31261,neuroleptikum,16
31262,neurofüsioloogiline,16
31263,neljakäpukil,16
31264,nelikvedu,16
31265,nebst,16
31266,navigeerima,16
31267,naturaalmajandus,16
31268,narrus,16
31269,naistekas,16
31270,naisjuht,16
31271,naisenägu,16
31272,naisemees,16
31273,naftamuuseum,16
31274,naftafirma,16
31275,naerutama,16
31276,müütama,16
31277,mürisev,16
31278,märkimisväärsem,16
31279,mängukeeld,16
31280,mälumäng,16
31281,mägiküla,16
31282,mõõduvõtmine,16
31283,mõnesugune,16
31284,mõmm,16
31285,mõistmatult,16
31286,muusikateater,16
31287,muusikasõber,16
31288,muusikastiil,16
31289,muteeruma,16
31290,murelikkus,16
31291,multinatsionaalne,16
31292,mulisema,16
31293,morfoloogiaanalüsaator,16
31294,moreen,16
31295,moralist,16
31296,moosivaras,16
31297,monotoonsus,16
31298,monoklonaalne,16
31299,monoftong,16
31300,mobiilseade,16
31301,mm-valikmäng,16
31302,mittestandardne,16
31303,mittekasutatav,16
31304,mitmekesi,16
31305,minupärast,16
31306,minno,16
31307,miniatuur,16
31308,mina-pilt,16
31309,mimikrijuht,16
31310,miilitsajaoskond,16
31311,metspart,16
31312,metsastamine,16
31313,metsakasvatus,16
31314,metodoloogiliselt,16
31315,message,16
31316,meritsi,16
31317,merehädaline,16
31318,menševik,16
31319,melanhoolselt,16
31320,meka,16
31321,meievaheline,16
31322,mehkeldama,16
31323,meestegelane,16
31324,meeskolleeg,16
31325,meelepete,16
31326,meediakunst,16
31327,meditsiiniharidus,16
31328,massirepressioon,16
31329,massiivsem,16
31330,masohhism,16
31331,masinarehi,16
31332,masinaehitus,16
31333,masi-arhitektuur,16
31334,marokolane,16
31335,marjuline,16
31336,mandriline,16
31337,manala,16
31338,manager,16
31339,maksuametnik,16
31340,maksegraafik,16
31341,majapidamistöö,16
31342,majandusvaldkond,16
31343,majandusgümnaasium,16
31344,majaesine,16
31345,maitsmine,16
31346,maimets,16
31347,maias,16
31348,maharaiutud,16
31349,maharaiumine,16
31350,madalduma,16
31351,maast-madalast,16
31352,maapagu,16
31353,maailmarekordimees,16
31354,maailmamõistmine,16
31355,maailmakultuur,16
31356,maaelukomisjon,16
31357,maadeavastaja,16
31358,lüpsikord,16
31359,lühinägelikkus,16
31360,lörtsima,16
31361,lähivälismaa,16
31362,läbipõimumine,16
31363,läbiotsija,16
31364,lõkkease,16
31365,lõikavalt,16
31366,lõbusõit,16
31367,luuavars,16
31368,lumelauasõit,16
31369,lumekiht,16
31370,luksuslikum,16
31371,lopergune,16
31372,loomisprotsess,16
31373,loomastuma,16
31374,lohutaja,16
31375,live,16
31376,lisandväärtusmaks,16
31377,lisaküsimus,16
31378,lisajõud,16
31379,linoolhape,16
31380,linoleenhape,16
31381,linnutee,16
31382,linnaplaneerija,16
31383,linnapark,16
31384,linnakeskkond,16
31385,limane,16
31386,liivalai,16
31387,liitumiseelne,16
31388,liiklusseadus,16
31389,liikluskoormus,16
31390,lihtliige,16
31391,lihavõttepüha,16
31392,ligniin,16
31393,liberaalsus,16
31394,lepingutingimus,16
31395,lennurada,16
31396,lennundusvõim,16
31397,lendaja,16
31398,lekkekindel,16
31399,lehitseja,16
31400,leheveerg,16
31401,leebemalt,16
31402,lauto,16
31403,lauskmaa,16
31404,lauseehitus,16
31405,laupäevak,16
31406,lauluõpetaja,16
31407,lauatennis,16
31408,lauajupp,16
31409,lasteproosa,16
31410,lastelaager,16
31411,lasnuma,16
31412,laskurkorpus,16
31413,lapsikult,16
31414,lapseking,16
31415,lapsehoolduspuhkus,16
31416,langetõbi,16
31417,laktatsiooniperiood,16
31418,laksama,16
31419,lainehari,16
31420,laimamine,16
31421,laiguti,16
31422,laienemiskõnelused,16
31423,laevuke,16
31424,labidatäis,16
31425,küünelakk,16
31426,küünealune,16
31427,küünarvars,16
31428,küülikuliha,16
31429,kütmata,16
31430,külviaasta,16
31431,külvamine,16
31432,kööginurk,16
31433,könt,16
31434,kääbusriik,16
31435,käsundusohvitser,16
31436,kästu,16
31437,käsitöömeister,16
31438,käsitsetav,16
31439,kärutama,16
31440,kängitsema,16
31441,käitumiskohustus,16
31442,käepärasem,16
31443,käeline,16
31444,käeke,16
31445,kõverus,16
31446,kõrvalehüpe,16
31447,kõrgmägi,16
31448,kõps,16
31449,kõnetehnoloogia,16
31450,kõneaeg,16
31451,kõmin,16
31452,kõlbulik,16
31453,kõlbeliselt,16
31454,kõkutama,16
31455,kvintessents,16
31456,kvarts,16
31457,kuusmaa,16
31458,kuukiri,16
31459,kuuekuuline,16
31460,kutsekeskharidus,16
31461,kurviline,16
31462,kurjavaim,16
31463,kunstnahk,16
31464,kummuma,16
31465,kultuurselt,16
31466,kultuurring,16
31467,kultuurisfäär,16
31468,kultuuripilt,16
31469,kultuurimiljöö,16
31470,kulissidetagune,16
31471,kuldsõrmus,16
31472,kuldrenett,16
31473,kuldreegel,16
31474,kulden,16
31475,kujutletav,16
31476,kudum,16
31477,kubermanguleht,16
31478,kruusane,16
31479,krossplaat,16
31480,kronoloogiliselt,16
31481,kriminaalkaristus,16
31482,krediidiühistu,16
31483,kotisuu,16
31484,kosmosesüstik,16
31485,korteriüür,16
31486,korteritehing,16
31487,korteriskandaal,16
31488,korterikaaslane,16
31489,korpulentne,16
31490,koronaviirus,16
31491,korjerehik,16
31492,korjelend,16
31493,koraal,16
31494,koot,16
31495,koostoimimine,16
31496,kooskõlastusring,16
31497,kooniline,16
31498,kooliteater,16
31499,kooliskäimine,16
31500,kontvõõras,16
31501,kontroll-loom,16
31502,kontrollimeede,16
31503,konstitueeriv,16
31504,konglomeraat,16
31505,kondüloom,16
31506,kompensatoorne,16
31507,kommunikatsioonikäsitlus,16
31508,kommertsdirektor,16
31509,koloniaalajastu,16
31510,kolmapäeviti,16
31511,kollokatsioon,16
31512,kollektiviseerimine,16
31513,koljusisene,16
31514,koldeleid,16
31515,kokkukutsumine,16
31516,kohtumaja,16
31517,kohtukutse,16
31518,kohtuarstlik,16
31519,koherentne,16
31520,kohakaaslus,16
31521,kogupauk,16
31522,kogumass,16
31523,kogenematus,16
31524,koeproov,16
31525,kodutunne,16
31526,kodukasvatus,16
31527,kodukana,16
31528,kodanikunimi,16
31529,kobedam,16
31530,klassituba,16
31531,klassifitseeriv,16
31532,kivivise,16
31533,kivinukk,16
31534,kitsus,16
31535,kitsh,16
31536,kitsenemine,16
31537,kirurgiaosakond,16
31538,kirjeldatus,16
31539,kirjanduskeskus,16
31540,kirjandusauhind,16
31541,kirikupüha,16
31542,kirikukorralduslik,16
31543,kirevam,16
31544,kinoekraan,16
31545,kinniseotud,16
31546,kinnis,16
31547,kinematograafia,16
31548,kindlustussumma,16
31549,kindlustamata,16
31550,kilovatt-tund,16
31551,kilone,16
31552,kilobait,16
31553,kiljumine,16
31554,kilama,16
31555,kiisk,16
31556,kihlveokontor,16
31557,keskväli,16
31558,keskkooliõpetaja,16
31559,kemoteraapia,16
31560,kelt,16
31561,kellukas,16
31562,kellaosuti,16
31563,keldripood,16
31564,kehapool,16
31565,keemiaravi,16
31566,keeluseadus,16
31567,keelumärk,16
31568,keelueksimus,16
31569,keeleluu,16
31570,keeleküsimus,16
31571,keelejuhiti,16
31572,kaubavalik,16
31573,kaubandussuhe,16
31574,kattematerjal,16
31575,katlakütja,16
31576,katkematult,16
31577,kasvatusväärtus,16
31578,kasvatusteadlane,16
31579,kasvamaminemine,16
31580,kasutamiskõlbmatu,16
31581,kasutajanimi,16
31582,kasumimarginaal,16
31583,kasseeriv,16
31584,kasemaa,16
31585,karjatamisperiood,16
31586,karjalaut,16
31587,kardetu,16
31588,karavanitee,16
31589,karamell,16
31590,karahvin,16
31591,kangelaslikult,16
31592,kandelaaber,16
31593,kammimine,16
31594,kammerneitsi,16
31595,kamar,16
31596,kalvinistlik,16
31597,kaksikõde,16
31598,kahtlasem,16
31599,kahisev,16
31600,kahetsusväärselt,16
31601,kahemõttelisus,16
31602,kaheliikmeline,16
31603,kaevuvesi,16
31604,kadestamisväärne,16
31605,kabinetiistung,16
31606,kaasomand,16
31607,kaasnähtus,16
31608,jääpank,16
31609,jääminek,16
31610,jäägitu,16
31611,järvevesi,16
31612,järvepind,16
31613,järjejutt,16
31614,jäetu,16
31615,jõulukingitus,16
31616,jõledus,16
31617,juubeldav,16
31618,jumestuskreem,16
31619,jumalikult,16
31620,julgeolekuministeerium,16
31621,julgeolekugarantii,16
31622,juhuslikum,16
31623,juhtpult,16
31624,juhtprogramm,16
31625,juhtimisülesanne,16
31626,juhtimispraktika,16
31627,juhtgrupp,16
31628,juhipoolne,16
31629,joonde,16
31630,jooja,16
31631,joogikoht,16
31632,jalgtee,16
31633,jahusus,16
31634,jaburus,16
31635,isasloom,16
31636,ionosfäär,16
31637,ionisatsioon,16
31638,intermedia,16
31639,integreeritus,16
31640,inkubaator,16
31641,inimloom,16
31642,inimeksistents,16
31643,inhibeerimine,16
31644,inglanna,16
31645,infovoog,16
31646,informatsioonivahetus,16
31647,improvisatsiooniline,16
31648,impf,16
31649,imetleja,16
31650,imekena,16
31651,iluideaal,16
31652,ilmakodanik,16
31653,ilmajätmine,16
31654,ihulik,16
31655,igiomane,16
31656,igatepidi,16
31657,hüvastijätukiri,16
31658,hüpoteetiliselt,16
31659,hüpnoos,16
31660,hüplik,16
31661,hüpertoonia,16
31662,hüpertekstuaalne,16
31663,hüdrolüüsuma,16
31664,hööveldama,16
31665,hävituslennuk,16
31666,hävitavalt,16
31667,häiritus,16
31668,hõrgutav,16
31669,hõimurahvas,16
31670,hõbetaaler,16
31671,huvitus,16
31672,huvijuht,16
31673,hundipass,16
31674,humoristlik,16
31675,humanitaarne,16
31676,hulktahukas,16
31677,hukkamõistmine,16
31678,hubasus,16
31679,hotellikoht,16
31680,horisontaal,16
31681,hooajatöö,16
31682,hoiuruum,16
31683,hoiuarve,16
31684,hobuseliha,16
31685,hinnanguskaala,16
31686,hiliskapitalism,16
31687,hiigelsumma,16
31688,hetketi,16
31689,hermeetiline,16
31690,hepariin,16
31691,hemodünaamiline,16
31692,helimees,16
31693,heh,16
31694,hegemoonia,16
31695,heaoluseisund,16
31696,heakorraeeskiri,16
31697,harjumuspäraselt,16
31698,hariduspoliitiline,16
31699,harf,16
31700,happelisus,16
31701,hambuma,16
31702,halenaljakas,16
31703,halamine,16
31704,haigusprotsess,16
31705,haigemaja,16
31706,haagissuvila,16
31707,grupisisene,16
31708,grupijuht,16
31709,gobelään,16
31710,glükagoon,16
31711,geodeetiline,16
31712,geenidoonor,16
31713,gastroenteroloog,16
31714,gaasipilv,16
31715,füüsikaseadus,16
31716,föön,16
31717,föderaalvägi,16
31718,furoor,16
31719,funktsionaalüksus,16
31720,funktsionaalsuspunkt,16
31721,fossiil,16
31722,formantanalüüs,16
31723,form,16
31724,fluoksetiin,16
31725,finantssüsteem,16
31726,finantsabi,16
31727,filmiturg,16
31728,filmimaailm,16
31729,filmiajakirjanik,16
31730,fikseeruma,16
31731,fikseeritu,16
31732,feng,16
31733,faktuur,16
31734,faktoloogia,16
31735,faktiklass,16
31736,faasiportree,16
31737,euroühing,16
31738,eurostandard,16
31739,eurosport,16
31740,ettenägelikkus,16
31741,ettekirjutatud,16
31742,etteantus,16
31743,etteandmine,16
31744,esmakohtumine,16
31745,eskiis,16
31746,esinduslikum,16
31747,erustamine,16
31748,ermitaaž,16
31749,erksam,16
31750,erkpunane,16
31751,eritamine,16
31752,eristaatus,16
31753,erisaade,16
31754,eriregulatsioon,16
31755,eraviisiline,16
31756,erandjuhtum,16
31757,erakonnaseadus,16
31758,ennenägematu,16
31759,eneseületamine,16
31760,eneseabi,16
31761,energiavaru,16
31762,energiatootmine,16
31763,energiasäästlik,16
31764,energiafirma,16
31765,endassetõmbunud,16
31766,em-valikturniir,16
31767,emm,16
31768,emaüsk,16
31769,emaplaat,16
31770,elustav,16
31771,elektrokliima,16
31772,elatusmiinimum,16
31773,elamufond,16
31774,elamuehitus,16
31775,ekstaatiline,16
31776,ekskavaator,16
31777,eksi,16
31778,ek-rühm,16
31779,efektsem,16
31780,eestvõitleja,16
31781,eestindama,16
31782,eemärk,16
31783,eelvili,16
31784,eelpoolnimetatud,16
31785,eelhääletamine,16
31786,edasijõudnu,16
31787,ebasümpaatne,16
31788,ebasoosing,16
31789,ebapüsiv,16
31790,düstroofia,16
31791,dividendimäär,16
31792,distsiplinaarne,16
31793,dispositsioon,16
31794,diskreetsus,16
31795,diplomaatiliselt,16
31796,didaktika,16
31797,dessantväelane,16
31798,deliirium,16
31799,dekonstruktsioon,16
31800,definiitsus,16
31801,da-infinitiivne,16
31802,bluus,16
31803,blokeeriv,16
31804,bisnis,16
31805,biootiline,16
31806,baptistikogudus,16
31807,baastase,16
31808,baarikapp,16
31809,avatult,16
31810,avastatav,16
31811,avasilmi,16
31812,autotuli,16
31813,autokumm,16
31814,autobaas,16
31815,autahvel,16
31816,atomaarne,16
31817,asustustihedus,16
31818,astendamine,16
31819,assotsiatiivne,16
31820,asehaldusvalitsus,16
31821,arvutimudel,16
31822,arvustav,16
31823,arvamuslugu,16
31824,arvamuskülg,16
31825,arutult,16
31826,arstikabinet,16
31827,armuõpetus,16
31828,armuaeg,16
31829,armsake,16
31830,armastusabielu,16
31831,armastatuim,16
31832,argikeel,16
31833,arengukiirus,16
31834,arendusfirma,16
31835,arbuja,16
31836,aralt,16
31837,apartheid,16
31838,ants-san,16
31839,antiepileptiline,16
31840,antibiootikumiresistentsus,16
31841,anomaalne,16
31842,ankruvool,16
31843,andmevõrk,16
31844,andmevara,16
31845,andmesõna,16
31846,andestamatu,16
31847,anastama,16
31848,anakronistlik,16
31849,anakronism,16
31850,amfiteater,16
31851,ametisolev,16
31852,amatsoon,16
31853,alustanu,16
31854,alusnorm,16
31855,allusioontekst,16
31856,alliteratsioonitüvi,16
31857,allakäinud,16
31858,allakirjutatud,16
31859,alkoholisõltuv,16
31860,alkoholireklaam,16
31861,algperiood,16
31862,algebraline,16
31863,alaväärtuslik,16
31864,alatest,16
31865,alastiolek,16
31866,alalõik,16
31867,aktsiisimäär,16
31868,ajutegevus,16
31869,ajavaim,16
31870,ajalooõppejõud,16
31871,ajalooteadmine,16
31872,ajakirjandustudeng,16
31873,aitav,16
31874,ainuvõim,16
31875,ainekomisjon,16
31876,ahing,16
31877,a-hepatiit,16
31878,agaramalt,16
31879,aegruumiline,16
31880,aeglustamine,16
31881,administratiivselt,16
31882,absurditeater,16
31883,abstraheerima,16
31884,about,16
31885,abiprefekt,16
31886,aatompomm,16
31887,aatomiallveelaev,16
31888,aastanäitus,16
31889,a-alagrupp,16
31890,?-linoleenhape,15
31891,ümmardaja,15
31892,ümbertöötatud,15
31893,ümberkujundav,15
31894,üllatusmuna,15
31895,üliväike,15
31896,ülisalajane,15
31897,ületunnistus,15
31898,ülestöötamine,15
31899,ülespanek,15
31900,üleriigiliselt,15
31901,ülepäeviti,15
31902,ülepinge,15
31903,üleolekutunne,15
31904,üleminekuühiskond,15
31905,ülekulu,15
31906,ülejääv,15
31907,üle-euroopaline,15
31908,üleantav,15
31909,üldsõnaliselt,15
31910,üldliider,15
31911,üldistuma,15
31912,üksikkonsonant,15
31913,üksikelement,15
31914,ühtlustav,15
31915,ühistahe,15
31916,ühiskomisjon,15
31917,ühinemisprotsess,15
31918,ühinemisleping,15
31919,ühetaoliselt,15
31920,ühesõnaline,15
31921,üheksandaks,15
31922,äsjailmunud,15
31923,ärganu,15
31924,äraseletatud,15
31925,ägedamalt,15
31926,õunasort,15
31927,õudusfilm,15
31928,õppekorraldus,15
31929,õpingukaaslane,15
31930,õpetajakutse,15
31931,õnnistamine,15
31932,õlilamp,15
31933,õlgkübar,15
31934,õkva,15
31935,õilsus,15
31936,õigusrikkuja,15
31937,õigusharu,15
31938,õigusemõistja,15
31939,õhutoru,15
31940,õhudessantvägi,15
31941,õhtuvalgus,15
31942,õhtupoole,15
31943,õhtupimedus,15
31944,õhkamine,15
31945,väävelvesinik,15
31946,väärtuslikem,15
31947,väärtegu,15
31948,väärama,15
31949,väljavõtmine,15
31950,väljatrükk,15
31951,välivoodi,15
31952,välismälu,15
31953,vähkkasvaja,15
31954,väheütlev,15
31955,vähenemistendents,15
31956,vägimees,15
31957,võõrandamatu,15
31958,võtmetähtsus,15
31959,võsastuma,15
31960,võrratus,15
31961,võimatum,15
31962,võihappesisaldus,15
31963,võidulaul,15
31964,vuntsima,15
31965,vormimoodustus,15
31966,voodiriie,15
31967,vokaalinihe,15
31968,vitaalne,15
31969,virvendusarütmia,15
31970,virulentne,15
31971,vinnastama,15
31972,vilunult,15
31973,viljeleja,15
31974,vilinal,15
31975,viiulikontsert,15
31976,viisiliikumine,15
31977,viimatimainitud,15
31978,viilkatus,15
31979,viiekümneaastane,15
31980,vidukil,15
31981,videolõik,15
31982,vestlusteema,15
31983,vesivedelik,15
31984,veriselt,15
31985,veredoonor,15
31986,veokijuht,15
31987,venestusaeg,15
31988,vektorprotsessor,15
31989,veinikelder,15
31990,vehkat,15
31991,veevool,15
31992,veepealne,15
31993,veekraan,15
31994,veekiht,15
31995,veebruari-märts,15
31996,vatijope,15
31997,vastasleer,15
31998,vassimine,15
31999,varakas,15
32000,varajasem,15
32001,vapram,15
32002,vanemapuhkus,15
32003,vandeseltslane,15
32004,vanavanaisa,15
32005,vallikraav,15
32006,vallatus,15
32007,vallaseadus,15
32008,vallakirjutaja,15
32009,valjenema,15
32010,valitsemiskord,15
32011,valimispropaganda,15
32012,valimiskast,15
32013,valgusküllane,15
32014,valgusdiood,15
32015,valgala,15
32016,vaimujõud,15
32017,vahetumalt,15
32018,vahepää,15
32019,vaheprodukt,15
32020,vahendustasu,15
32021,vahendusfirma,15
32022,vaevatasu,15
32023,vabrikutööline,15
32024,vabadussõjalane,15
32025,vaatluspäevik,15
32026,vaagnatelg,15
32027,vaag,15
32028,uusmeremaalane,15
32029,uusaegkond,15
32030,uuringukeskus,15
32031,uudisteos,15
32032,uudismaa,15
32033,usaldusvahemik,15
32034,usaldussuhe,15
32035,urineerima,15
32036,uppunu,15
32037,universiteet,15
32038,unelev,15
32039,umbmääraselt,15
32040,ukseklaas,15
32041,ukrainlanna,15
32042,ujedus,15
32043,tütarlastekool,15
32044,tülitaja,15
32045,tülin,15
32046,tüliküsimus,15
32047,tükati,15
32048,tüdrukuke,15
32049,töövõit,15
32050,töörahulolu,15
32051,tööpink,15
32052,tööperiood,15
32053,töökoosolek,15
32054,täpseim,15
32055,tänuväärt,15
32056,tänaõhtune,15
32057,tänapäevasem,15
32058,täispööre,15
32059,täiskoormus,15
32060,täievoliline,15
32061,täienduspunkt,15
32062,tähtraamat,15
32063,tähendusrikkus,15
32064,tõuline,15
32065,tõsielu,15
32066,tõrketaluvus,15
32067,tõotav,15
32068,tõlketeos,15
32069,tõendusvahend,15
32070,tõendatav,15
32071,tuviõun,15
32072,tuus,15
32073,tuumaenergia,15
32074,turuvärav,15
32075,turusituatsioon,15
32076,turuletulek,15
32077,turulett,15
32078,tunnipalk,15
32079,tunniajane,15
32080,tumestama,15
32081,tumekollane,15
32082,tumedanahaline,15
32083,tulumaksureform,15
32084,tulu-kulu,15
32085,tulitama,15
32086,tulesäde,15
32087,tukslev,15
32088,tujutu,15
32089,tuhastama,15
32090,tugeva-nõrk,15
32091,tudengielu,15
32092,tuberositt,15
32093,tubakaseadus,15
32094,tšau-tšau,15
32095,tsüstiline,15
32096,tsiviilkaitse,15
32097,tsensus,15
32098,trükivariant,15
32099,trükikiri,15
32100,true,15
32101,troska,15
32102,trombolüütiline,15
32103,treeningtund,15
32104,transpordikeskus,15
32105,transformatiivne,15
32106,transaminaas,15
32107,trammipark,15
32108,toolikori,15
32109,tollitöötaja,15
32110,toksiin,15
32111,toitjakaotuspension,15
32112,toitekeskkond,15
32113,toiduratsioon,15
32114,toidupakk,15
32115,toapugerik,15
32116,tippaja,15
32117,tibuke,15
32118,thriller,15
32119,then,15
32120,testimisprotsess,15
32121,tervituskõne,15
32122,tervishoiujuht,15
32123,tervishoiualane,15
32124,tervisejooks,15
32125,terts,15
32126,teravnemine,15
32127,terasem,15
32128,teotamine,15
32129,teostatavus,15
32130,teostamatu,15
32131,tennisehall,15
32132,tendentslikkus,15
32133,tempokas,15
32134,teletöö,15
32135,telefonihääletus,15
32136,teistlaad,15
32137,teisem,15
32138,tehnosüsteem,15
32139,tehnikakõrgkool,15
32140,tehnikadirektor,15
32141,tehisisik,15
32142,tegevusliin,15
32143,teesklev,15
32144,teepeenar,15
32145,teenustöö,15
32146,teenistusastmestik,15
32147,teenindusmaja,15
32148,teenindatav,15
32149,teemaarendus,15
32150,teelusikatäis,15
32151,teatrisündmus,15
32152,teatrimärk,15
32153,teadvalt,15
32154,teabeteenistus,15
32155,tavatarbija,15
32156,tavalugeja,15
32157,tarretis,15
32158,tarkvaraarendaja,15
32159,tarbijaskond,15
32160,tapmiskatse,15
32161,tantsitama,15
32162,tanksaabas,15
32163,talupojakultuur,15
32164,talumajandus,15
32165,take,15
32166,taimetoit,15
32167,taimerasv,15
32168,tahtekujundus,15
32169,tagurlik,15
32170,tagasisuund,15
32171,tagasinõudmine,15
32172,tagasihoitud,15
32173,tagakaas,15
32174,tabatu,15
32175,žurnaal,15
32176,zen,15
32177,šõu,15
32178,šahh,15
32179,süüdistusasutus,15
32180,süsteemiteooria,15
32181,sünoptiline,15
32182,sünnituseelne,15
32183,sümptomatoloogia,15
32184,sügistalv,15
32185,sügavsinine,15
32186,südikus,15
32187,südatalv,15
32188,sööv,15
32189,söögiraha,15
32190,särgikaelus,15
32191,särasilm,15
32192,sõs,15
32193,sõne,15
32194,sõnasabane,15
32195,sõjaväehospidal,15
32196,sõjandus,15
32197,sõiduomadus,15
32198,sõelumine,15
32199,suvivili,15
32200,suusoojaks,15
32201,suurrätt,15
32202,suurmood,15
32203,suurklient,15
32204,suurejoonelisus,15
32205,suureformaadiline,15
32206,surnd,15
32207,surmaring,15
32208,surmapäev,15
32209,supilusikatäis,15
32210,sunnitult,15
32211,summutatult,15
32212,sulitemp,15
32213,sukasäär,15
32214,suitsuvorst,15
32215,suitsuma,15
32216,suhtlusvahend,15
32217,suhtevõrgustik,15
32218,subsideerimine,15
32219,subkliiniline,15
32220,student,15
32221,stilisatsioon,15
32222,stiilipuhas,15
32223,steriliseerima,15
32224,steriilsus,15
32225,statuma,15
32226,statistikaprogramm,15
32227,standardviga,15
32228,spordiselts,15
32229,spordijalats,15
32230,sponsorleping,15
32231,spikerdama,15
32232,spetsifitseerimine,15
32233,spetsifitseerima,15
32234,spektaakel,15
32235,sotsiaaldemograafiline,15
32236,sorimine,15
32237,sordikatsetus,15
32238,soovitaja,15
32239,soovimatus,15
32240,soosimine,15
